metric,topic,start_len,end_len,word_range,auc_RealSessions_AJQGWGESKQT4Y,auc_RealSessions_A3GWRDHAURRNK6,auc_RealSessions_AVBRJBJONL47I,auc_RealSessions_A1A1ZXUVSV4YR8,auc_RealSessions_A1171IQSWQS0K8,auc_RealSessions_A3K2VSBTT3WUTI,auc_RealSessions_A1ZB2NY0F9QNP0,auc_RealSessions_A17TKHT8FEVH0R,auc_topic,aucNorm_RealSessions_AJQGWGESKQT4Y,aucNorm_RealSessions_A3GWRDHAURRNK6,aucNorm_RealSessions_AVBRJBJONL47I,aucNorm_RealSessions_A1A1ZXUVSV4YR8,aucNorm_RealSessions_A1171IQSWQS0K8,aucNorm_RealSessions_A3K2VSBTT3WUTI,aucNorm_RealSessions_A1ZB2NY0F9QNP0,aucNorm_RealSessions_A17TKHT8FEVH0R,score_limit,limit_wordCount_RealSessions_AJQGWGESKQT4Y,limit_wordCount_RealSessions_A3GWRDHAURRNK6,limit_wordCount_RealSessions_AVBRJBJONL47I,limit_wordCount_RealSessions_A1A1ZXUVSV4YR8,limit_wordCount_RealSessions_A1171IQSWQS0K8,limit_wordCount_RealSessions_A3K2VSBTT3WUTI,limit_wordCount_RealSessions_A1ZB2NY0F9QNP0,limit_wordCount_RealSessions_A17TKHT8FEVH0R,limit_wordCount_topic,limit_relativeWordCount_RealSessions_AJQGWGESKQT4Y,limit_relativeWordCount_RealSessions_A3GWRDHAURRNK6,limit_relativeWordCount_RealSessions_AVBRJBJONL47I,limit_relativeWordCount_RealSessions_A1A1ZXUVSV4YR8,limit_relativeWordCount_RealSessions_A1171IQSWQS0K8,limit_relativeWordCount_RealSessions_A3K2VSBTT3WUTI,limit_relativeWordCount_RealSessions_A1ZB2NY0F9QNP0,limit_relativeWordCount_RealSessions_A17TKHT8FEVH0R,wordcount_limit_-inf,limit_F1score_RealSessions_AJQGWGESKQT4Y_-inf,limit_F1score_RealSessions_A3GWRDHAURRNK6_-inf,limit_F1score_RealSessions_AVBRJBJONL47I_-inf,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_-inf,limit_F1score_RealSessions_A1171IQSWQS0K8_-inf,limit_F1score_RealSessions_A3K2VSBTT3WUTI_-inf,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_-inf,limit_F1score_RealSessions_A17TKHT8FEVH0R_-inf,limit_F1score_avg_-inf,wordcount_limit_100,limit_F1score_RealSessions_AJQGWGESKQT4Y_100,limit_F1score_RealSessions_A3GWRDHAURRNK6_100,limit_F1score_RealSessions_AVBRJBJONL47I_100,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_100,limit_F1score_RealSessions_A1171IQSWQS0K8_100,limit_F1score_RealSessions_A3K2VSBTT3WUTI_100,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_100,limit_F1score_RealSessions_A17TKHT8FEVH0R_100,limit_F1score_avg_100,wordcount_limit_150,limit_F1score_RealSessions_AJQGWGESKQT4Y_150,limit_F1score_RealSessions_A3GWRDHAURRNK6_150,limit_F1score_RealSessions_AVBRJBJONL47I_150,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_150,limit_F1score_RealSessions_A1171IQSWQS0K8_150,limit_F1score_RealSessions_A3K2VSBTT3WUTI_150,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_150,limit_F1score_RealSessions_A17TKHT8FEVH0R_150,limit_F1score_avg_150,wordcount_limit_250,limit_F1score_RealSessions_AJQGWGESKQT4Y_250,limit_F1score_RealSessions_A3GWRDHAURRNK6_250,limit_F1score_RealSessions_AVBRJBJONL47I_250,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_250,limit_F1score_RealSessions_A1171IQSWQS0K8_250,limit_F1score_RealSessions_A3K2VSBTT3WUTI_250,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_250,limit_F1score_RealSessions_A17TKHT8FEVH0R_250,limit_F1score_avg_250,wordcount_limit_350,limit_F1score_RealSessions_AJQGWGESKQT4Y_350,limit_F1score_RealSessions_A3GWRDHAURRNK6_350,limit_F1score_RealSessions_AVBRJBJONL47I_350,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_350,limit_F1score_RealSessions_A1171IQSWQS0K8_350,limit_F1score_RealSessions_A3K2VSBTT3WUTI_350,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_350,limit_F1score_RealSessions_A17TKHT8FEVH0R_350,limit_F1score_avg_350
RL,D0643,105,333,228,,,,,63.50089332,61.63186612,61.94516124,62.77286676,62.46269686,,,,,0.27851269,0.270315202,0.271689304,0.275319591,0.29,,,,,144.8743597,149.5272727,172.5994224,176.9738501,160.9937263,1,1,1,1,0.109803577,0.091830896,0.140519373,0.090162176,#NAME?,,,,,0.23222,0.23222,0.23222,0.23222,0.23222,100,,,,,0.235840727,0.23552,0.233996176,0.234369091,0.234931499,150,,,,,0.296186182,0.29052,0.266771905,0.270187273,0.28091634,250,,,,,0.323182537,0.316630769,0.327539492,0.328095625,0.323862106,350,,,,,0.327393,0.29072,0.314245333,0.3281065,0.315116208
RL,D0645,105,333,228,,,,,63.72198977,64.1753366,61.93912289,61.49955854,62.83400195,,,,,0.279482411,0.281470775,0.27166282,0.269734906,0.29,,,,,156.2830957,174.0124658,177.4731721,174.0124658,170.4452999,1,1,1,1,0.139433243,0.152635473,0.154316839,0.0993627,#NAME?,,,,,0.21936,0.21936,0.21936,0.21936,0.21936,100,,,,,0.221954902,0.221610667,0.221610667,0.221610667,0.221696725,150,,,,,0.28614375,0.274514314,0.274061129,0.274514314,0.277308377,250,,,,,0.331338214,0.338315319,0.322424118,0.310046098,0.325530937,350,,,,,0.317769423,0.331451803,0.31483,0.332963729,0.324253739
RL,D0647,105,333,228,,,,,76.75895687,78.19907892,77.22819674,73.21855164,76.35119604,,,,,0.336662092,0.342978416,0.338720161,0.321133998,0.29,,,,,108.1376738,110.7852087,107.8715596,112.0513796,109.7114554,1,1,1,1,0.082976742,0.044767043,0.042136091,0.0571319,#NAME?,,,,,0.2524,0.2524,0.2524,0.2524,0.2524,100,,,,,0.278293659,0.275912075,0.27856,0.274921429,0.276921791,150,,,,,0.346003191,0.338784878,0.355420625,0.313387,0.338398924,250,,,,,0.389196,0.399274211,0.40109375,0.379937241,0.3923753,350,,,,,0.401781852,0.406933871,0.379557429,0.37450931,0.390695615
RL,D0650,105,333,228,,,,,48.48612887,50.24602656,51.58684235,54.29780859,51.15420159,,,,,0.21265846,0.220377309,0.22625808,0.238148283,0.29,,,,,,,,289.36,289.36,1,1,1,1,1,1,1,0.490808081,#NAME?,,,,,0.18667,0.18667,0.18667,0.18667,0.18667,100,,,,,0.190423125,0.190423125,0.190423125,0.190423125,0.190423125,150,,,,,0.227954375,0.227954375,0.227954375,0.227954375,0.227954375,250,,,,,0.23725,0.255515455,0.264,0.27934,0.259026364,350,,,,,0.260756,0.26728875,0.260449474,0.296096757,0.271147745
RL,AVG,105,333,228,61.02400027,60.82083559,59.65397583,60.12494878,61.79484994,61.28597717,62.06795126,60.97993555,60.9690593,0.267649124,0.266758051,0.261640245,0.263705916,0.271030044,0.268798145,0.272227856,0.267455858,0.29,,,,,,,,,196.0584317,0.287602757,0.267915306,0.37277089,0.390143018,0.373100061,0.277340591,0.335072727,0.263678185,#NAME?,0.189802,0.189802,0.189802,0.189802,0.197024,0.197024,0.197024,0.197024,0.193413,100,0.215707696,0.216644867,0.217467097,0.21744308,0.223924426,0.221491459,0.225129302,0.220504211,nan,150,0.269902238,0.268431712,0.268524243,0.266417119,0.273230701,0.270529552,0.274159353,0.267623564,0.26985231,250,0.313358765,0.31087141,0.304443976,0.308233611,0.314705503,0.314429403,0.321873839,0.313954103,0.312733826,350,0.315831795,0.31462542,0.305763569,0.313063873,0.321853838,0.317635064,0.316106644,0.315667041,0.315068405
RL,STD,0,0,0,4.094885838,4.445835998,4.707162882,4.565804376,6.971247798,7.385651425,6.620871924,5.60110243,5.366613504,0.017960026,0.019499281,0.020645451,0.020025458,0.030575648,0.032393208,0.029038912,0.024566239,0.29,,,,,,,,,45.55547112,0.134806494,0.252095071,0.331292471,0.259849546,0.331417439,0.262420923,0.348874576,0.273595979,#NAME?,0.033862361,0.033862361,0.033862361,0.033862361,0.046436866,0.046436866,0.046436866,0.046436866,0.040799024,100,0.015068135,0.013643732,0.012728594,0.014298337,0.02410572,0.02573389,0.026057292,0.024149552,nan,150,0.019178353,0.017040919,0.016665845,0.019498445,0.032043946,0.031120118,0.033797294,0.025351377,0.023111331,250,0.022835999,0.025467856,0.02801496,0.025071116,0.037946055,0.039431035,0.036044433,0.030131819,0.029610342,350,0.029414749,0.034878836,0.03118591,0.028290386,0.036362474,0.036594553,0.032121888,0.026484517,0.030244133
RL,BootAvg,,,,,,,,,,,,60.8975985,,,,,,,,,,,,,,,,,,195.559917,,,,,,,,,#NAME?,,,,,,,,,0.19388625,100,,,,,,,,,nan,150,,,,,,,,,0.269766183,250,,,,,,,,,0.3124876,350,,,,,,,,,0.314837168
RL,BootLower,,,,,,,,,,,,58.71954098,,,,,,,,,,,,,,,,,,176.1431397,,,,,,,,,#NAME?,,,,,,,,0.019920925,0.173965325,100,,,,,,,,,nan,150,,,,,,,,0.009418439,0.260347744,250,,,,,,,,0.012166318,0.300321282,350,,,,,,,,0.012322569,0.302514599
RL,BootUpper,,,,,,,,,,,,63.38778028,,,,,,,,,,,,,,,,,,216.1436143,,,,,,,,,#NAME?,,,,,,,,0.015628288,0.209514538,100,,,,,,,,,nan,150,,,,,,,,0.010825798,0.280591981,250,,,,,,,,0.014103583,0.326591184,350,,,,,,,,0.01403504,0.328872208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSU,D0601,105,333,228,21.35930937,21.74389804,22.30591358,19.31894349,,,,,21.18201612,0.093681181,0.095367974,0.097832954,0.084732208,,,,,0.11,206.4554707,211.8361582,187.3510507,223.852187,,,,,207.3737167,0.309654166,0.241065437,0.136776047,0.304982715,1,1,1,1,#NAME?,0.03891,0.03891,0.03891,0.03891,,,,,0.03891,100,0.04676098,0.051493846,0.0511936,0.048463704,,,,,0.049478033,150,0.0769075,0.091621429,0.09099561,0.080364615,,,,,0.084972288,250,0.122223571,0.117934727,0.124931765,0.111462128,,,,,0.119138048,350,0.122906842,0.118220952,0.121217692,0.1098328,,,,,0.118044572
RSU,D0603,105,333,228,22.0261399,22.02715621,19.69949897,23.59873495,,,,,21.83788251,0.096605877,0.096610334,0.086401311,0.103503223,,,,,0.11,202.0787359,211.6726695,211.6268657,187.2662975,,,,,203.1611422,0.245963731,0.184117252,0.158085975,0.205354011,1,1,1,1,#NAME?,0.03422,0.03422,0.03422,0.03422,,,,,0.03422,100,0.045400357,0.043565968,0.045027759,0.045400357,,,,,0.04484861,150,0.080975821,0.074630408,0.081097353,0.082581667,,,,,0.079821312,250,0.12566,0.129735091,0.114811379,0.13407806,,,,,0.126071132,350,0.135354211,0.144233529,0.114129821,0.141618302,,,,,0.133833966
RSU,D0605,105,333,228,24.89226394,21.7146929,22.74992577,25.35950578,,,,,23.6790971,0.109176596,0.095239881,0.099780376,0.111225903,,,,,0.11,166.8652246,186.6989752,194.4052758,164.4129014,,,,,178.0955943,0.21914695,0.20019677,0.205702611,0.189861747,1,1,1,1,#NAME?,0.04917,0.04917,0.04917,0.04917,,,,,0.04917,100,0.061554167,0.058907778,0.058784231,0.063073333,,,,,0.060579877,150,0.103242667,0.091712979,0.090296,0.10243,,,,,0.096920411,250,0.140224324,0.128244,0.12891,0.146308,,,,,0.135921581,350,0.143588333,0.12557,0.137451818,0.146102449,,,,,0.13817815
RSU,D0608,105,333,228,23.56096153,24.70150678,20.71784034,23.8777579,,,,,23.21451664,0.103337551,0.108339942,0.090867721,0.104727008,,,,,0.11,183.0689895,175.5524765,237.5848353,172.2130122,,,,,192.1048284,0.23861068,0.139311502,0.2868136,0.227117219,1,1,1,1,#NAME?,0.0403,0.0403,0.0403,0.0403,,,,,0.0403,100,0.050403333,0.050403333,0.048799,0.052406452,,,,,0.05050303,150,0.085454828,0.08790434,0.073290526,0.092679268,,,,,0.08483224,250,0.133824063,0.141111111,0.116443871,0.131615143,,,,,0.130748547,350,0.13551375,0.134459333,0.128434,0.132463276,,,,,0.13271759
RSU,D0614,105,333,228,31.1815622,29.43656955,28.62804179,29.65950939,,,,,29.72642073,0.136761238,0.129107761,0.125561587,0.130085568,,,,,0.11,150.3317536,158.5327696,158.5327696,153.647508,,,,,155.2612002,0.180082477,0.111397657,0.204033604,0.174214648,1,1,1,1,#NAME?,0.04255,0.04255,0.04255,0.04255,,,,,0.04255,100,0.060827321,0.060827321,0.060827321,0.060827321,,,,,0.060827321,150,0.109662069,0.104618667,0.104618667,0.10702459,,,,,0.106480998,250,0.179636885,0.167978966,0.15733907,0.161866667,,,,,0.166705397,350,0.176386,0.17685875,0.178318947,0.175820435,,,,,0.176846033
RSU,D0615,105,333,228,19.56693288,20.78295239,19.73881839,22.08759886,,,,,20.54407563,0.085819881,0.0911533,0.086573765,0.096875434,,,,,0.11,246.3562387,210.9170732,227.5048544,204.9007902,,,,,222.4197391,0.568639144,0.266347704,0.260119218,0.363610979,1,1,1,1,#NAME?,0.03684,0.03684,0.03684,0.03684,,,,,0.03684,100,0.045816667,0.049389811,0.047375636,0.047464,,,,,0.047511529,150,0.072994651,0.089438286,0.082582143,0.08275225,,,,,0.081941832,250,0.1110075,0.116110714,0.114517021,0.129799844,,,,,0.11785877,350,0.117175789,0.109153111,0.1025,0.130146304,,,,,0.114743801
RSU,D0616,105,333,228,25.16192167,24.13601869,25.19831938,18.99035664,,,,,23.3716541,0.110359306,0.105859731,0.110518945,0.083291038,,,,,0.11,168.4514107,198.441027,168.4514107,265.1709677,,,,,200.128704,0.22073553,0.198293642,0.105781053,0.315905971,1,1,1,1,#NAME?,0.03616,0.03616,0.03616,0.03616,,,,,0.03616,100,0.049442807,0.045347344,0.049442807,0.0439925,,,,,0.047056364,150,0.098228,0.080683281,0.098228,0.07150931,,,,,0.087162148,250,0.143534231,0.139564912,0.143865645,0.108728919,,,,,0.133923427,350,0.148049091,0.150326444,0.145594143,0.133036,,,,,0.14425142
RSU,D0617,105,333,228,20.99590825,23.33089265,19.39970862,23.34806622,,,,,21.76864393,0.092087317,0.102328477,0.085086441,0.102403799,,,,,0.11,188.7048151,183.7532468,270.9754098,173.7176117,,,,,204.2877708,0.381157077,0.27341563,0.432098946,0.356447319,1,1,1,1,#NAME?,0.00712,0.00712,0.00712,0.00712,,,,,0.00712,100,0.04076875,0.046171667,0.0483472,0.052792667,,,,,0.047020071,150,0.086667143,0.083346538,0.07444375,0.094559333,,,,,0.084754191,250,0.1225472,0.14184,0.10592,0.135263958,,,,,0.12639279,350,0.121984333,0.128641579,0.134337719,0.127702581,,,,,0.128166553
RSU,D0620,105,333,228,23.86947266,19.84664963,22.21659303,21.53286783,,,,,21.86639579,0.10469067,0.087046709,0.097441198,0.094442403,,,,,0.11,183.4681583,268.9604191,183.2714976,198.9783643,,,,,208.6696098,0.239268567,0.215685839,0.20801637,0.320746718,1,1,1,1,#NAME?,0.05008,0.05008,0.05008,0.05008,,,,,0.05008,100,0.060305,0.057397,0.057488966,0.054116923,,,,,0.057326972,150,0.096589655,0.08415,0.0884775,0.07934381,,,,,0.087140241,250,0.13616,0.106298409,0.124446667,0.12493069,,,,,0.122958941,350,0.137168824,0.112600462,0.12107,0.123107647,,,,,0.123486733
RSU,D0624,105,333,228,31.1941869,28.84412997,29.62751208,28.50234564,,,,,29.54204365,0.136816609,0.126509342,0.129945228,0.125010288,,,,,0.11,154.170672,162.3068842,152.9294678,154.3698163,,,,,155.9442101,0.21869353,0.10517487,0.111181683,0.190028536,1,1,1,1,#NAME?,0.04844,0.04844,0.04844,0.04844,,,,,0.04844,100,0.058475385,0.058605833,0.059280612,0.059280612,,,,,0.058910611,150,0.105859714,0.100667627,0.107396154,0.10645766,,,,,0.105095289,250,0.184937727,0.165775147,0.177964286,0.169953333,,,,,0.174657623,350,0.192790612,0.187882453,0.175770638,0.182166154,,,,,0.184652464
RSU,D0627,105,333,228,,,,,24.09724746,21.37833808,23.29979927,22.03570781,22.70277315,,,,,0.105689682,0.093764641,0.102192102,0.096647841,0.11,,,,,187.0636943,201.7376831,190.4671623,189.9644103,192.3082375,1,1,1,1,0.430576532,0.279596436,0.448597796,0.235734272,#NAME?,,,,,0.00324,0.00324,0.00324,0.00324,0.00324,100,,,,,0.063309,0.042322264,0.046182326,0.0493975,0.050302772,150,,,,,0.092677037,0.077701538,0.085183774,0.080378103,0.083985113,250,,,,,0.13495,0.125785303,0.131541538,0.132433607,0.131177612,350,,,,,0.130959231,0.129225714,0.135538689,0.126689615,0.130603312
RSU,D0628,105,333,228,,,,,22.55114553,20.08298947,23.04828844,22.67432541,22.08918721,,,,,0.098908533,0.088083287,0.101088984,0.099448796,0.11,,,,,222.4081886,247.5279927,190.5636614,208.5006878,217.2501326,1,1,1,1,0.29723592,0.248306608,0.162359889,0.236843679,#NAME?,,,,,0.04395,0.04395,0.04395,0.04395,0.04395,100,,,,,,,,,nan,150,,,,,0.079863158,0.066855902,0.083524038,0.079190625,0.077358431,250,,,,,0.122870769,0.111131458,0.130188,0.126921915,0.122778036,350,,,,,0.143044468,0.143996491,0.140398246,0.140478605,0.141979452
RSU,D0629,105,333,228,,,,,18.88574846,20.00978318,18.43794486,19.04534812,19.09470616,,,,,0.08283223,0.087762207,0.080868179,0.083532229,0.11,,,,,,215.0384342,,272.1658031,243.6021186,1,1,1,1,1,0.22641639,1,0.414735655,#NAME?,,,,,0.03568,0.03568,0.03568,0.03568,0.03568,100,,,,,0.039963462,0.0409075,0.039458,0.040452963,0.040195481,150,,,,,0.072188966,0.077964524,0.068031905,0.075755532,0.073485232,250,,,,,0.105098293,0.111286875,0.107645,0.107083182,0.107778337,350,,,,,0.106494364,0.115685217,0.104604444,0.113695313,0.110119834
RSU,D0630,105,333,228,,,,,24.08059345,25.62869422,28.08745603,22.45744716,25.06354772,,,,,0.105616638,0.112406554,0.123190597,0.098497575,0.11,,,,,177.036379,162.4994598,154.1955566,187.1478559,170.2198128,1,1,1,1,0.248846714,0.168971265,0.141125332,0.151302,#NAME?,,,,,0.04033,0.04033,0.04033,0.04033,0.04033,100,,,,,0.0563748,0.058430179,0.064912941,0.0501096,0.05745688,150,,,,,0.091201765,0.099152813,0.106762679,0.089947037,0.096766073,250,,,,,0.135423404,0.142097742,0.16148907,0.130873538,0.142470939,350,,,,,0.14538,0.14802931,0.162110408,0.135671053,0.147797693
RSU,D0631,105,333,228,,,,,28.50577568,25.71155452,27.54873342,24.38876349,26.53870678,,,,,0.125025332,0.112769976,0.120827778,0.106968261,0.11,,,,,147.8720552,162.7218161,158.6024827,153.2367379,155.608273,1,1,1,1,0.131876773,0.123507134,0.124300146,0.144970529,#NAME?,,,,,0.05332,0.05332,0.05332,0.05332,0.05332,100,,,,,0.064994286,0.065647273,0.066706,0.0636025,0.065237515,150,,,,,0.111763492,0.102127619,0.104157059,0.10708,0.106282042,250,,,,,0.165480508,0.147401915,0.164024211,0.132814444,0.15243027,350,,,,,0.152371915,0.147619831,0.15838225,0.13797431,0.149087076
RSU,D0640,105,333,228,,,,,22.96425617,25.12858342,23.7494946,25.28569352,24.28200693,,,,,0.100720422,0.110213085,0.10416445,0.110902165,0.11,,,,,206.5312964,180.772242,181.9859504,167.8485482,184.2845092,1,1,1,1,0.258099304,0.199018904,0.170185591,0.118157677,#NAME?,,,,,0.03977,0.03977,0.03977,0.03977,0.03977,100,,,,,0.043763333,0.045168723,0.045274348,0.045168723,0.044843782,150,,,,,0.077041111,0.0883825,0.09157,0.09142587,0.08710487,250,,,,,0.132178182,0.140781739,0.138757674,0.14223931,0.138489226,350,,,,,0.142817925,0.152101111,0.146254468,0.146148909,0.146830603
RSU,D0643,105,333,228,,,,,24.13413746,24.85306185,23.67539157,24.25862664,24.23030438,,,,,0.10585148,0.109004657,0.103839437,0.106397485,0.11,,,,,173.494359,167.8635875,182.2848728,187.5381166,177.795234,1,1,1,1,0.175445777,0.123887391,0.158522068,0.102072285,#NAME?,,,,,0.05308,0.05308,0.05308,0.05308,0.05308,100,,,,,0.055583091,0.055528214,0.054605588,0.054750909,0.055116951,150,,,,,0.097301273,0.096331786,0.083977619,0.082599394,0.090052518,250,,,,,0.137907015,0.146662308,0.142298814,0.144109063,0.1427443,350,,,,,0.143818,0.134182174,0.142791333,0.1488305,0.142405502
RSU,D0645,105,333,228,,,,,25.28536734,26.24119843,24.19061711,24.59636721,25.07838752,,,,,0.110900734,0.115092976,0.106099198,0.107878804,0.11,,,,,175.2986767,170.9331777,178.3505468,170.9331777,173.8788947,1,1,1,1,0.184925064,0.146452164,0.156020479,0.095337487,#NAME?,,,,,0.04871,0.04871,0.04871,0.04871,0.04871,100,,,,,0.050431569,0.050599778,0.050599778,0.050599778,0.050557725,150,,,,,0.09327125,0.095933725,0.094946774,0.095933725,0.095021369,250,,,,,0.149584643,0.150669362,0.13986,0.138404878,0.144629721,350,,,,,0.146754231,0.155735246,0.137215882,0.14930339,0.147252187
RSU,D0647,105,333,228,,,,,35.57332022,37.5610888,35.24682423,30.70823655,34.77236745,,,,,0.156023334,0.164741618,0.154591334,0.134685248,0.11,,,,,130.3252736,126.578442,126.6386878,152.3323371,133.9686851,1,1,1,1,0.153413567,0.069328837,0.072701446,0.133711668,#NAME?,,,,,0.05569,0.05569,0.05569,0.05569,0.05569,100,,,,,0.075345122,0.077619434,0.07599,0.073887143,0.075710425,150,,,,,0.135623191,0.134257561,0.141601042,0.1090245,0.130126574,250,,,,,0.199360667,0.215510175,0.21070875,0.176099655,0.200419812,350,,,,,0.226091111,0.224896129,0.190777143,0.183541552,0.206326484
RSU,D0650,105,333,228,,,,,15.90794339,17.63055031,17.43507394,20.33030477,17.8259681,,,,,0.069771682,0.077326975,0.076469623,0.089168003,0.11,,,,,,462.0816327,,228.6967776,345.3892051,1,1,1,1,1,0.697873826,1,0.337618125,#NAME?,,,,,0.03725,0.03725,0.03725,0.03725,0.03725,100,,,,,0.040120313,0.040120313,0.040120313,0.040120313,0.040120313,150,,,,,0.068823438,0.068823438,0.068823438,0.068823438,0.068823438,250,,,,,0.08474,0.10299,0.096767143,0.11823,0.100681786,350,,,,,0.097386,0.1069175,0.101485789,0.128382973,0.108543066
RSU,AVG,105,333,228,24.38086593,23.65644668,23.0282172,23.62756867,24.19855352,24.42258423,24.47196235,23.57808207,23.92053508,0.106933623,0.103756345,0.101000953,0.103629687,0.106134007,0.107116597,0.107333168,0.103412641,0.11,,,,,,,,,196.0875809,0.282195185,0.19350063,0.210860911,0.264826986,0.388041965,0.228335895,0.343381275,0.197048338,#NAME?,0.038379,0.038379,0.038379,0.038379,0.041102,0.041102,0.041102,0.041102,0.0397405,100,0.051975477,0.05221099,0.052656713,0.052781787,0.054431664,0.052927075,0.053761033,0.052009937,nan,150,0.091658205,0.088877355,0.08914257,0.08997025,0.091975468,0.090753141,0.092857833,0.088015822,0.090406331,250,0.13997555,0.135459308,0.13091497,0.135400674,0.136759348,0.139431688,0.14232802,0.134920959,0.136898815,350,0.143091779,0.138794661,0.135882478,0.140199595,0.143511724,0.145838872,0.141955865,0.141071622,0.141293325
RSU,STD,0,0,0,3.791867393,3.075782243,3.482533553,3.318375781,5.003444096,5.229068814,4.787479321,3.024194789,3.814545713,0.016630997,0.013490273,0.01527427,0.01455428,0.02194493,0.022934512,0.020997716,0.013264012,0.11,,,,,,,,,42.93885067,0.109482624,0.056641289,0.092991536,0.070629581,0.31661101,0.167858994,0.341698826,0.102290541,#NAME?,0.011737406,0.011737406,0.011737406,0.011737406,0.014323728,0.014323728,0.014323728,0.014323728,0.013165167,100,0.0072427,0.005974423,0.005509505,0.006272692,0.011434879,0.011995924,0.01209627,0.010299225,nan,150,0.012128152,0.008524598,0.011115582,0.011827998,0.019039666,0.018820283,0.020302187,0.012518297,0.013564941,250,0.023070993,0.019190505,0.021268823,0.018587171,0.029727107,0.030242706,0.030124853,0.01729255,0.022646367,350,0.022978845,0.025111464,0.023597877,0.021562888,0.032508596,0.030388418,0.024855089,0.017646114,0.024067924
RSU,BootAvg,,,,,,,,,,,,23.88980258,,,,,,,,,,,,,,,,,,195.3552,,,,,,,,,#NAME?,,,,,,,,,0.0399685,100,,,,,,,,,nan,150,,,,,,,,,0.090248307,250,,,,,,,,,0.136717169,350,,,,,,,,,0.141046814
RSU,BootLower,,,,,,,,,,,,22.37852508,,,,,,,,,,,,,,,,,,179.497112,,,,,,,,,#NAME?,,,,,,,,0.0065163,0.0334522,100,,,,,,,,,nan,150,,,,,,,,0.005444033,0.084804274,250,,,,,,,,0.009014325,0.127702844,350,,,,,,,,0.009627533,0.131419282
RSU,BootUpper,,,,,,,,,,,,25.67581622,,,,,,,,,,,,,,,,,,216.4210432,,,,,,,,,#NAME?,,,,,,,,0.00511505,0.04508355,100,,,,,,,,,nan,150,,,,,,,,0.006477453,0.096725761,250,,,,,,,,0.010620953,0.147338122,350,,,,,,,,0.01148532,0.152532134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litepyramid,D0601,105,333,228,-228,-228,-228,-228,,,,,-228,-1,-1,-1,-1,,,,,0.5,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,-1,-1,-1,-1,,,,,-1,100,-1,-1,-1,-1,,,,,-1,150,-1,-1,-1,-1,,,,,-1,250,-1,-1,-1,-1,,,,,-1,350,-1,-1,-1,-1,,,,,-1
litepyramid,D0603,105,333,228,-228,-228,-228,-228,,,,,-228,-1,-1,-1,-1,,,,,0.5,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,-1,-1,-1,-1,,,,,-1,100,-1,-1,-1,-1,,,,,-1,150,-1,-1,-1,-1,,,,,-1,250,-1,-1,-1,-1,,,,,-1,350,-1,-1,-1,-1,,,,,-1
litepyramid,D0605,105,333,228,-228,-228,-228,-228,,,,,-228,-1,-1,-1,-1,,,,,0.5,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,-1,-1,-1,-1,,,,,-1,100,-1,-1,-1,-1,,,,,-1,150,-1,-1,-1,-1,,,,,-1,250,-1,-1,-1,-1,,,,,-1,350,-1,-1,-1,-1,,,,,-1
litepyramid,D0608,105,333,228,-228,-228,-228,-228,,,,,-228,-1,-1,-1,-1,,,,,0.5,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,-1,-1,-1,-1,,,,,-1,100,-1,-1,-1,-1,,,,,-1,150,-1,-1,-1,-1,,,,,-1,250,-1,-1,-1,-1,,,,,-1,350,-1,-1,-1,-1,,,,,-1
litepyramid,D0614,105,333,228,-228,-228,-228,-228,,,,,-228,-1,-1,-1,-1,,,,,0.5,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,-1,-1,-1,-1,,,,,-1,100,-1,-1,-1,-1,,,,,-1,150,-1,-1,-1,-1,,,,,-1,250,-1,-1,-1,-1,,,,,-1,350,-1,-1,-1,-1,,,,,-1
